Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
The Charming Mister Riker	TOSP	STVE-EN18008	V	N	18V008	Dilemma	6	S														For each dilemma beneath this mission, this dilemma is cost -1. Randomly select a personnel to be placed on the bottom of his or her owner's deck.
The Gentleman Doctor McCoy	TOSP	STVE-EN18009	V	N	18V009	Dilemma	6	P														For each dilemma beneath this mission, this dilemma is cost -1. Randomly select a personnel to be placed on the bottom of his or her owner's deck.
Watch Your Step	TOSP	STVE-EN18011	V	N	18V011	Dilemma	0	D														Unless you have Leadership, Security, and Cunning>34, or Telepathy and 2 Treachery, or 3 Honor, place this dilemma in your core. When you are about to draw a card, this dilemma's owner may remove this dilemma from the game to make you draw three cards instead and he or she examines those cards and chooses two of them to be discarded.
Deal With the Count Man	TOSP	STVE-EN18012	V	N	18V012	Event	3								Decay: 3. 							To play this event, you must command a Thief. Plays in your core. Name a personnel. At the start of each Execute Orders segment, each personnel who has that card title cannot use abilities, attributes, and skills until the end of each turn. At the start of each of your turns, place the top card of your deck on this event.
Mudd's Women	TOSP	STVE-EN18013	V	Y	18V013	Event	2															Plays in your core. When an opponent's dilemma is revealed, you may discard a card from hand to name a personnel. When that named personnel is randomly selected by that dilemma, you may place the top card of your deck on this event. At the start of each of your turns, you may take a card from this event to your hand to spend two additional counters this turn.
Raise the Stakes	TOSP	STVE-EN18014	V	N	18V014	Event	4															Plays in your core. Each of your opponent's personnel are attributes +1. Each of your missions are worth 5 more points. When you are about to lose command of this event, remove it from the game instead.
A Q Scorned	TOSP	STVE-EN18015	V	N	18V015	Interrupt	0								Q. 							When a personnel that the player on your right commands begins a mission attempt, destroy your event to shuffle your dilemma pile and the opponent on your right chooses one: you may draw four extra dilemmas; or you may spend two extra on dilemmas.
Track Survivors	TOSP	STVE-EN18018	V	Y	18V018	Mission	0	P	2	35	A	[Baj] [Fed] [Fer] [NA]						Engineer, Geology, Science, Transporters, and Cunning>32 or Diplomacy, Honor, Law, Leadership, and Integrity>30				When your personnel complete this mission, if none of them have an attribute >6, score 5 points.
Chalan Aroya Accessible Restaurateur	TOSP	STVE-EN18019	V	Y	18V019	Personnel	2					Bajoran	[DS9]				Bajoran	Biology Honor Science Transporters	6	5	4	When this personnel is randomly selected by a dilemma, you may take a card from your discard pile into hand.
Neela Misguided Activist	TOSP	STVE-EN18020	V	Y	18V020	Personnel	2					Bajoran	[Stf][DS9]		Assassin. 		Bajoran	Engineer Programming Treachery	2	6	5	Order - Remove a personnel in your discard pile from the game and return this personnel to her owner's hand to kill an opponent's personnel present who has a skill the removed personnel has.
Seven of Nine Prodigal Daughter	TOSP	STVE-EN18021b	V	Y	18V021	Personnel	4					Borg	[Stf]				Borg	Astrometrics Engineer Exobiology Programming Science Treachery	4	7	6	When a card your opponent owns is about to prevent an interrupt you own, you may give command of this personnel to an opponent to ignore that effect. If you do, choose a ship commanded by that opponent and place this personnel aboard that ship.
Korinas Observer from the Obsidian Order	TOSP	STVE-EN18022	V	Y	18V022	Personnel	4					Cardassian	[Cmd]				Cardassian	Intelligence Leadership Officer Security Treachery	3	6	5	While this personnel is facing a dilemma, she and each [Car] Intelligence personnel present adds his or her Cunning to his or her Integrity.
Luaran Critical Coordinator	TOSP	STVE-EN18023	V	Y	18V023	Personnel	3					Dominion	[Cmd]				Vorta	Engineer Navigation Physics Treachery	4	6	3	When you play this personnel, you may draw a card for each staffing requirement icon on your staffed [Dom] ship.
Alynna Nechayev Adamant Admiral	TOSP	STVE-EN18024	V	Y	18V024	Personnel	3					Federation	[Cmd][E]		Admiral. 		Human	Diplomacy Law Leadership Officer Science Security	6	6	5	Order - Discard a [Fed] personnel that you do not command from hand. This personnel gains an order ability from that personnel until the end of this turn. You may do this only once each turn.
Jenna D'Sora Veteran Security Officer	TOSP	STVE-EN18025	V	Y	18V025	Personnel	2					Federation	[Stf][TNG]				Human	Astrometrics Engineer Exobiology Security	5	5	6	When this personnel begins a mission attempt, you may name a personnel. If that personnel is chosen or selected by a dilemma during this mission attempt, he or she is attributes +2 and gains Anthropology until the end of that dilemma.
Melora Pazlar Independent Personality	TOSP	STVE-EN18026	V	Y	18V026	Personnel	2					Federation	[Stf][DS9]				Elaysian	Astrometrics Navigation Programming Science	6	6	2	While this personnel is facing a dilemma, you may lose 5 points to choose one: make her gain two different skills on a personnel present; or make her gain an attribute on a personnel present. This effect lasts until the end of this turn. You may do this only once each turn.
Naomi Wildman Astrometrics Officer	TOSP	STVE-EN18027ab	V	Y	18V027	Personnel	2					Federation	[Stf][Voy][Fut]				Human/Ktarian	Astrometrics Engineer Honor Science	6	6	5	While this personnel is facing a dilemma, you may destroy your Temporal event that has a cost greater than or equal to the cost of that dilemma to make each random selection made by that dilemma your choice instead. This effect lasts until the end of the mission attempt.
Nella Daren Head of Stellar Cartography	TOSP	STVE-EN18028	V	Y	18V028	Personnel	2					Federation	[Stf][TNG]				Human	2 Astrometrics Honor Science	6	6	5	When a personnel present is randomly selected to be killed, you may destroy an equipment this personnel is equipped with to stop that personnel instead.
Number One Reputable Officer	TOSP	STVE-EN18029	V	Y	18V029	Personnel	2					Federation	[Cmd][TOS][Pa]				Human	Astrometrics Diplomacy Navigation Officer Science	6	6	6	You may play this personnel at cost +2 to choose up to three of your personnel in your opponents' brigs and place them at your headquarters mission.
Valeris Co-Conspirator	TOSP	STVE-EN18030	V	Y	18V030	Personnel	5					Federation	[Stf][TOS][Pa][E]		Assassin. 		Vulcan	Navigation Officer Science Treachery	3	7	6	When you play this personnel, if you command three Treachery personnel, name a non-ship card. Each opponent searches his or her deck, places the named card in his or her discard pile, and shuffles and replaces his or her deck.
Watley Recent Transfer	TOSP	STVE-EN18031	V	Y	18V031	Personnel	1					Federation	[Stf][TOS][Pa]				Human	Honor Medical Science	6	5	5	You may play this personnel at cost +3 to name a personnel. Each opponent must choose a personnel he or she commands who has that title and return him or her to his or her owner's hand.
Marta Delusional Seductress	TOSP	STVE-EN18038	V	Y	18V038	Personnel	2					Non-Aligned	[Pa]		Thief. 		Orion	Acquisition Anthropology Medical	4	5	5	When your Leadership personnel present is randomly selected by a dilemma, you may destroy one of your events to ignore its results and select again.
Leeta Devoted Wife	TOSP	STVE-EN18032	V	Y	18V032	Personnel	1					Ferengi	[Stf][DS9]				Bajoran	Anthropology Honor	6	5	4	When this personnel is randomly selected by a dilemma, if you command Ferenginar, download a card and place it beneath your Ferenginar.
Quark Lumba	TOSP	STVE-EN18033	V	Y	18V033	Personnel	4					Ferengi	[DS9]				Ferengi	Anthropology Diplomacy Honor Programming	6	6	4	When you play this personnel, you may download a card and place it beneath your Ferenginar. When your Rule is about to be destroyed by a card an opponent owns, you may destroy your Rule instead.
M'Pella Seductive Employee	TOSP	STVE-EN18037	V	Y	18V037	Personnel	2					Non-Aligned			Dabo Girl. 		Alien	Acquisition Anthropology Exobiology	6	5	4	When this personnel is randomly selected by a dilemma, reveal the top card of your deck. If the cost of the revealed card matches the cost of that dilemma, it is prevented and overcome.
Ch'Regha Open-Minded	TOSP	STVE-EN18034	V	Y	18V034	Personnel	2					Klingon	[Stf]				Klingon	Archaeology Exobiology Honor Medical	6	5	6	Order - Stop this personnel aboard your [Kli] ship at a [DQ] mission to place a Klingon at your Qo'noS aboard this ship.
Anastasia Komananov Russian Seductress	TOSP	STVE-EN18035	V	Y	18V035	Personnel	3					Non-Aligned			Assassin. Infiltrator. 		Hologram	Diplomacy Intelligence Officer 2 Physics	6	6	5	When you play this personnel, you may take a Hologram from your discard pile into hand. When this personnel is killed by a dilemma, each player kills each copy of {Kira Nerys} that he or she commands.
Rayna Kapec Developing Android	TOSP	STVE-EN18039	V	Y	18V039	Personnel	4					Non-Aligned	[Pa]				Android	Biology Engineer Medical Physics Programming Science	6	5	5	When your non-Android personnel present is about to be stopped or killed by a dilemma, you may discard two Android personnel from hand to prevent that.
Sakonna Puzzled Interrogator	TOSP	STVE-EN18040	V	Y	18V040	Personnel	2					Non-Aligned	[Stf][Maq]				Vulcan	Geology Physics Transporters	4	7	6	When this personnel is randomly selected by a dilemma, if there are two [Maq] personnel present, that dilemma's owner must place two cards from hand on top of his or her deck in any order.
Fiona McKenzie Experienced Corporal	TOSP	STVE-EN18043	V	Y	18V043	Personnel	3					Starfleet	[Stf][Pa]		MACO. 		Human	Exobiology Leadership Navigation Security Transporters	6	5	6	While this personnel is facing a dilemma, if three MACO personnel are present with her, you may discard a card from hand to make a [SF] personnel present attributes +2 until the end of that dilemma.
Gannet Brooks Undercover Operative	TOSP	STVE-EN18044	V	Y	18V044	Personnel	3					Starfleet	[Pa]				Human	Anthropology Diplomacy Intelligence Programming Security	5	6	4	While this personnel is attempting a mission, you may discard a [SF] personnel from hand to give her one of the discarded personnel's skills until the end of that mission attempt.
U.S.S. Sao Paulo NCC-75633	TOSP	STVE-EN18045	V	Y	18V045	Ship	7					Federation	[DS9]	[Cmd][Cmd][Cmd][Stf]		Defiant Class			8	10	10	When your [DS9] personnel aboard this ship is about to be killed by a dilemma, you may stop that personnel instead.
Agonizing Encounter *VP	VP	STVP-EN019	VP	N	0VP019	Dilemma	5	D														For each headquarters you command, this dilemma is cost -1.  Your opponent names a skill.  For each of your missions that requires that skill, randomly select a personnel to be stopped.
Stripped Down *VP	VP	STVP-EN020	VP	N	0VP020	Dilemma	1	D														Your opponent moves up to two dilemmas from beneath this mission to another of your non-headquarters missions.
Machinations *VP	VP	STVP-EN021	VP	N	0VP021	Event	2								Temporal. 							Plays in your core.  When you have drawn dilemmas, you may remove this event and those dilemmas from the game to search your dilemma pile and choose a dilemma that costs no more than the number of dilemmas you removed. Shuffle and replace your dilemma pile face down. Place the chosen dilemma on the top of your dilemma stack.
Amanda Rogers *VP	VP	STVP-EN022	VP	N	0VP022	Interrupt	0															To play this interrupt, you must have 5 or more points. When an event or interrupt is played, prevent that event or interrupt and place it in its owner's discard pile. Lose 5 points.
Escape *VP	VP	STVP-EN023	VP	N	0VP023	Interrupt	0															When any number of your personnel facing a dilemma are about to be killed or placed in an opponent's brig, discard a random card from hand to prevent that. Those personnel are stopped instead.
Kira Nerys Iliana Ghemor *VP	VP	STVP-EN024	VP	Y	0VP024	Personnel	1					Cardassian	[Stf]		Dissident. 		Bajoran	Honor Programming Security	6	6	6	Order - Lose 5 points and stop this personnel to download up to three Dissident personnel, then place them on a headquarters mission where they could be played.
Arandis Risan Facilitator *VP	VP	STVP-EN025	VP	Y	0VP025	Personnel	4					Non-Aligned					Risan	2 Anthropology Diplomacy Geology Leadership	6	5	4	When you play this personnel, each player may download a card.
Kamala The Perfect Mate *VP	VP	STVP-EN026	VP	Y	0VP026	Personnel	3					Non-Aligned					Kriosian	2 Anthropology Archaeology Diplomacy Telepathy	6	6	4	Order - This personnel gains one skill from another personnel present.  She keeps this skill until the start of your next turn.  You may do this only once each turn.
Hoshi Sato Uneasy Educator *VP	VP	STVP-EN027	VP	Y	0VP027	Personnel	2					Starfleet	[Stf][Pa]				Human	Anthropology Biology Exobiology Geology Medical Programming Science	6	6	5	While facing a dilemma, this personnel loses Anthropology and Science.
Chula: The Precipice	Leg	STVE-EN19001	V	N	19V001	Dilemma	2	D														If you have an even number of personnel, randomly split them in half. Unless one half has a personnel with Leadership, a second personnel with Cunning>5, and a third personnel with Honor, randomly select one half to be stopped.
Left Behind	Leg	STVE-EN19002	V	N	19V002	Dilemma	4	S														Randomly select two personnel. They cannot use their skills while facing this dilemma. Unless you have 2 Biology and 2 Medical or 2 Navigation, Transporters, and Shields>8, those personnel are stopped, and your opponent places them on a planet mission in the same quadrant as this mission.
Repressed Message	Leg	STVE-EN19003	V	N	19V003	Dilemma	0	D							Consume: 2. 							Reveal the top card of your dilemma pile. Your opponent may remove this dilemma from the game to replace it with the revealed dilemma. When that dilemma is about to be overcome, remove it from the game instead.
Rogue Borg Ship	Leg	STVE-EN19004	V	N	19V004	Dilemma	3	S														Unless you command three or more ships or ships at this mission with total Weapons>14 or more [Cmd] personnel than [Stf] personnel, your opponent may download a Damage card and place it on one of your ships at this mission, then this dilemma returns to its owner's dilemma pile.
Exocomp	Leg	STVE-EN19005	V	N	19V005	Equipment	3															Each of your Programming personnel present gains Engineer. When a Damage card an opponent owns is about to be placed on this ship, you may destroy this equipment to prevent that. Order - Destroy this equipment to remove a Damage card an opponent owns from this ship.
Subtle Influence	Leg	STVE-EN19006	V	Y	19V006	Event	2															To play this event, you must command six [Rom] personnel. Plays in your core. While personnel your opponent commands are attempting a mission, that opponent must discard an interrupt from hand to play an interrupt.
Earth Stop First Contact	Leg	STVE-EN19007	V	Y	19V007	Mission	0	P	2	40	A	[Bor]			Region: Sector 001. 			Borg Queen, (Locutus or a personnel you do not own), Cunning>40 and Strength>40				When your personnel complete this mission, remove a personnel involved from the game to choose five opponent's personnel at a headquarters mission to remove from the game.
Mediate Peace Treaty	Leg	STVE-EN19008	V	Y	19V008	Mission	0	S	3	30	A	[Fed] [NA]						Diplomacy, Law, Leadership and (Integrity>35 or Cunning>37)				Players cannot begin combat nor begin an engagement at this mission.
Evek Agent of Cardassian Justice	Leg	STVE-EN19009	V	Y	19V009	Personnel	4					Cardassian	[Cmd]		Gul. 		Cardassian	Law Officer Physics Security	4	5	6	When you play this personnel, if you command six [Car] personnel, you may reveal the top three cards of an opponent's deck. Each revealed card that is a personnel that opponent does not command is placed in your brig. (That opponent now commands them.)
Changeling Infiltrator	Leg	STVE-EN19010	V	Y	19V010	Personnel	0					Dominion			Founder. Infiltrator. Shape-shifter. 		Changeling		0	0	0	Order - Choose a captive in your brig. While that captive is in your brig, this personnel gains all icons, skills, keywords and attributes on that personnel. These effects last until this order is executed again.
Pel Profit-Seeker	Leg	STVE-EN19011	V	Y	19V011	Personnel	2					Ferengi	[Stf]		Waiter. 		Ferengi	Acquisition Anthropology Biology Diplomacy	6	6	4	While this personnel is facing a dilemma at a mission worth 40 or more points, your [Fer] personnel may meet Integrity and Strength requirements using Cunning.
Miles O'Brien Connelly	Leg	STVE-EN19012	V	Y	19V012	Personnel	4					Non-Aligned	[Stf]		Infiltrator. Thief. 		Human	Engineer Honor Intelligence Programming	7	5	6	While this personnel is present with a Thief, this personnel is Cunning +1 for each non-Artifact equipment present (limit +4). You may play equipment at cost +1 at this mission.
Romulan Impersonator "Geordi La Forge"	Leg	STVE-EN19013	V	Y	19V013	Personnel	3					Romulan	[Stf]		Infiltrator. 		Romulan	Engineer Intelligence Programming Treachery	4	6	6	When an opponent's personnel is about to complete this mission, you may return this personnel to his owner's hand to increase each attributes requirement of that mission by 5 until the end of the turn.
U.S.S. Centaur Patrolling Ship	Leg	STVE-EN19015	V	Y	19V015	Ship	5					Federation	[DS9]	[Stf][Stf][Stf]		Centaur Class			8	7	7	While your [DS9] personnel aboard is attempting a mission that has three or less dilemmas beneath it, he or she is attributes +1.
Tenak'talar Vanguard of the Occupation	Leg	STVE-EN19014	V	Y	19V014	Ship	7					Dominion	[TN]	[Cmd][Stf][Stf]		Warship			9	9	9	This ship is Range +1 for each unique [Car] personnel aboard (limit +3). When your unique Cardassian aboard uses a skill to complete a [Car] mission, if this ship is staffed, score 10 points. You may do this only once each turn.
Tactical Disadvantage *VP	VP	STVP-EN034	VP	N	0VP034	Dilemma	2	S														Reveal your hand and the hand of the opponent on your left.  If your opponent reveals ships with more total Weapons than the total Shields of ships that you have revealed in this way, randomly select one of your personnel to be killed and all your personnel are stopped.
Personal Duty *VP	VP	STVP-EN033	VP	N	0VP033	Dilemma	2	S														Unless you have Leadership or Officer, all your personnel are stopped.  If you have two more personnel who have Leadership or Officer, randomly select all but one of those personnel to be stopped.
The Caretaker's "Guests" *VP	VP	STVP-EN035	VP	N	0VP035	Dilemma	2	D														Your opponent chooses a personnel. You may replace him or her with any one personnel of the same affiliation from your discard pile. Place the personnel your opponent chose on the top of his or her owner's deck.
The Clown: Bitter Medicine *VP	VP	STVP-EN036	VP	N	0VP036	Dilemma	4	D														Place this dilemma on this mission.  Your opponent names a skill.  Each of your personnel who has that skill is attributes-2.  At the end of this turn, this dilemma returns to its owner's dilemma pile.
Friction *VP	VP	STVP-EN037	VP	N	0VP037	Event	2															To play this event, you must command three [Dom] personnel.  Plays in your core.  When a player plays a non-Jem'Hadar personnel, that personnel is stopped.
Getting Under Your Skin *VP	VP	STVP-EN038	VP	Y	0VP038	Event	2															To play this event, you must command three [Rom] personnel.  Plays in your core.  When you play an event in your core, you may reveal the top card of an opponent's deck.  If it is a personnel, score 5 points.  You may do this only once each turn.
Prison Compound *VP	VP	STVP-EN039	VP	N	0VP039	Event	2								Punishment. 							To play this event, you must command three [Car] personnel.  Round the total number of [SD] icons on all your captives to the nearest multiple of 5.  Score that number of points.  Destroy this event.
Solbor Faithful Attendant *VP	VP	STVP-EN040	VP	Y	0VP040	Personnel	3					Bajoran			Prylar. 		Bajoran	Anthropology Exobiology Honor	7	5	3	When you complete a mission involving this personnel, if your Kai, other Prylar, or Vedek used a skill to complete it, score 5 points.
Rusot Proud Nationalist *VP	VP	STVP-EN041	VP	Y	0VP041	Personnel	2					Cardassian	[Cmd]		Dissident. Gul. 		Cardassian	Biology Geology Officer Treachery	4	5	6	While you command more events in your core than each of your opponents, this personnel gains Leadership and Security.
Founder Architect *VP	VP	STVP-EN042	VP	N	0VP042	Personnel	2					Dominion			Founder. Shape-shifter. 		Changeling	Astrometrics Law	5	5	5	While this personnel is attempting a mission, he is attributes +1 for each event in each player's core (limit +5).
Dukat Pah-Wraith Puppet *VP	VP	STVP-EN043	VP	Y	0VP043	Personnel	2					Non-Aligned	[Cmd]				Cardassian	Transporters 2 Treachery	2	6	6	While you have no cards in your discard pile, this personnel is Cunning +4, Strength +4, and cannot be killed by dilemmas. Order - Examine and remove two cards in a player's discard pile from the game. You may do this only once each turn.
Malik Devious Augment *VP	VP	STVP-EN044	VP	Y	0VP044	Personnel	3					Non-Aligned	[Cmd][Pa]		Genetically Enhanced. 		Human	Leadership Officer Security 2 Treachery	2	7	8	When this personnel is about to be stopped by a dilemma, you may draw a card.  When this personnel is killed by a dilemma, you must discard your hand.
Data From the City of Rateg *VP	VP	STVP-EN045	VP	Y	0VP045	Personnel	5					Romulan	[Cmd]		Dissident. 		Android	Engineer Exobiology Intelligence Programming Transporters	6	10	10	Order - Name a dilemma. While this personnel is facing that dilemma, he cannot be killed or stopped. This effect lasts until this order is executed again.
The Viceroy Advisor to the Praetor *VP	VP	STVP-EN046a	VP	Y	0VP046	Personnel	3					Romulan	[Cmd]				Reman	Biology Diplomacy Medical Telepathy Treachery	3	6	7	When an opponent plays an event, you may discard a Romulan from hand to download an event. You may only do this once each turn.
Dominion Battleship *VP	VP	STVP-EN047	VP	N	0VP047	Ship	7					Dominion		[Cmd][Cmd][Stf][Stf][Stf]		Battleship			9	10	10	This ship is attributes +1 for each of these species you have aboard it: Changeling, Jem'Hadar, Vorta.
Ishara Yar Deceitful Soldier	VP	STVP-EN029	VP	Y	0VP029	Personnel	1					Non-Aligned	[Stf]		Infiltrator. 		Human	Engineer Programming Treachery	4	6	6	
Gannet Brooks Undercover Operative *VP	VP	STVP-EN028	VP	Y	0VP028	Personnel	3					Starfleet	[Pa]				Human	Anthropology Diplomacy Intelligence Programming Security	5	6	4	While this personnel is attempting a mission, you may discard a [SF] personnel from hand to give her one of the discarded personnel's skills until the end of that mission attempt.
Rogue Borg Ship *VP	VP	STVP-EN032	VP	N	0VP032	Dilemma	3	S														Unless you command three or more ships or ships at this mission with total Weapons>14 or more [Cmd] personnel that [Stf] personnel, your opponent may download a Damage card and place it on one of your ships at this mission, then this dilemma returns to its owner's dilemma pile.
Indebtedness	VP	STVP-EN030	VP	Y	0VP030	Event	1															Plays in your core. Order - Draw a card and then discard a card from hand. You may do this only once each turn.
Virtual Reality Headset	Alg	STVE-EN20001a	V	N	20V001	Equipment	5															Order - If you do not command a Dissident personnel, choose one: stop two [Car] personnel present to place a non- [TN] [Dom] personnel from hand at your Mouth of the Wormhole; or stop two [Dom] personnel present to place a non - [TN] [Car] personnel from hand at your Mouth of the Wormhole. That personnel is stopped. You may do this only once each turn.
Firestorm	Alg	STVE-EN20002	V	N	20V002	Event	3								Decay: 2. 							Plays in your core. At the end of your turn, place a card from your hand on this event and for each headquarters mission each player commands, he or she chooses two non-Decay events he or she commands and the owners of those events shuffles them into his or her deck.
Helping Hand	Alg	STVE-EN20003	V	N	20V003	Event	3								Maneuver. 							Plays in your core. While your personnel is facing a dilemma or are involved in an engagement, you may discard a ship that is the same class as the ship he or she is aboard from hand to make it Weapons +4 and Shields +4 until the end of the turn.
Reman Assault Team	Alg	STVE-EN20004	V	Y	20V004	Event	4															Plays on your ship. When your Reman aboard this ship is killed by a dilemma, you may place a Reman in your hand aboard this ship. (That personnel joins the mission attempt.)
Under Siege	Alg	STVE-EN20005	V	N	20V005	Event	2								Assault. Maneuver. 							Plays in your opponent's core. (He or she commands this event.) When a player loses command of this event, return it to its owner's hand.
Locate Fuel Source	Alg	STVE-EN20013	V	Y	20V013	Mission	0	P	2	40	D	[Fed] [NA]						Anthropology, Exobiology, Science, 2 Treachery, and Cunning>38				When your personnel complete this mission, each player may shuffle each Nucleogenic card in his or her discard pile into his or her deck.
Li Nalas Vastly Outnumbered	Alg	STVE-EN20014	V	Y	20V014	Personnel	3					Bajoran	[Cmd][DS9]				Bajoran	Geology 2 Honor Leadership Security	8	5	5	While an opponent commands an Assault event, this personnel and each [DS9] personnel present is Strength +1.
Odo Vastly Outnumbered	Alg	STVE-EN20015	V	Y	20V015	Personnel	4					Bajoran	[Cmd][DS9]		Shape-shifter. 		Changeling	Honor Law Programming Security	7	7	8	While an opponent commands an Assault event, this personnel cannot be killed or stopped by dual dilemmas.
Angelo Tassoni	Alg	STVE-EN20016	V	N	20V016	Personnel	2					Federation	[Stf][Voy]				Human	Biology Navigation Security Treachery	4	6	5	When you play this personnel you may choose one: take a Nucleogenic card from your discard pile into hand; or place a Nucleogenic card you own that has been removed from the game on top of your deck.
Benjamin Sisko Vastly Outnumbered	Alg	STVE-EN20017ab	V	Y	20V017	Personnel	2					Federation	[Cmd][DS9]				Human	Diplomacy Leadership Navigation	6	6	6	When this personnel begins a mission attempt, if an opponent commands a Maneuver event, you may name a dilemma. This personnel gains "This personnel and each [DS9] personnel present cannot be killed or stopped by that dilemma" until the end of turn.
Equinox Doctor Unethical Medical Hologram	Alg	STVE-EN20018	V	Y	20V018	Personnel	3					Federation	[Voy]		Infiltrator. 		Hologram	Biology 2 Exobiology Medical 2 Treachery	2	7	5	When you are about to lose command of your [Voy] Treachery personnel present, you may lose 5 points to prevent that.
Hikaru Sulu Experienced Helmsman	Alg	STVE-EN20019ab	V	Y	20V019	Personnel	4					Federation	[Stf][TOS][Pa]				Human	Astrometrics Biology 2 Navigation Officer	6	6	6	You may play this personnel at cost -2 to ignore his next ability. When you play this personnel, you may place your [TOS] ship at your mission.
Ilia Finest Navigator in Starfleet	Alg	STVE-EN20020ab	V	Y	20V020	Personnel	4					Federation	[Stf][TOS][Pa]				Deltan	Honor Navigation Officer Telepathy	7	5	5	You may play this personnel at cost -2 to ignore her next ability. When you play this personnel, if you command a [TOS] personnel who has a cost of 4 or more, for each headquarters mission your opponent commands, you may shuffle two cards from your discard pile into your deck.
James T. Kirk Experienced Commander	Alg	STVE-EN20021ab	V	Y	20V021	Personnel	4					Federation	[Cmd][TOS][Pa]		Admiral. Commander: U.S.S. Enterprise. 		Human	Honor Leadership Officer Programming	7	6	6	You may play this personnel at cost -2 to ignore his next ability. When you play this personnel, he gains "This personnel and each [TOS] personnel present who has a cost of 4 or more may be excluded from random selections" until the end of this turn.
Julian Bashir Vastly Outnumbered	Alg	STVE-EN20022	V	Y	20V022	Personnel	3					Federation	[Stf][DS9]		Genetically Enhanced. 		Human	Biology Exobiology Medical Science	5	8	6	When a dilemma that has a cost of 1 or more and does not require a skill is about to kill your [DS9] personnel present, if an opponent commands an Assault event, you may discard a card from hand to prevent that.
Leonard H. McCoy Experienced Advisor	Alg	STVE-EN20023ab	V	Y	20V023	Personnel	4					Federation	[Stf][TOS][Pa]				Human	Biology Exobiology Honor Medical	7	6	5	You may play this personnel at cost -2 to ignore his next ability. When you play this personnel, the next [TOS] personnel you play this turn is cost -3.
Marla Gilmore Conflicted Engineer	Alg	STVE-EN20024	V	Y	20V024	Personnel	3					Federation	[Stf][Voy]				Human	Astrometrics Engineer Physics Programming Transporters Treachery	4	6	5	While this personnel is facing a dilemma that requires Treachery, you may lose 5 points to exclude her and each [Voy] Treachery personnel present from being randomly selected by that dilemma.
Maxwell Burke Arrogant First Officer	Alg	STVE-EN20025	V	Y	20V025	Personnel	3					Federation	[Cmd][Voy]		Commander: U.S.S. Equinox. 		Human	Anthropology Leadership Officer 2 Programming Security Treachery	3	6	6	Order - Discard two cards from hand to choose one: download a Nucleogenic card; or take a Nucleogenic card from your discard pile and place it on top of your deck.
Miles O'Brien Vastly Outnumbered	Alg	STVE-EN20026	V	Y	20V026	Personnel	2					Federation	[Stf][DS9]				Human	Astrometrics Engineer Honor Transporters	7	6	6	While an opponent commands a Maneuver event, the ship this personnel is aboard is Shields +4.
Montgomery Scott Experienced Engineer	Alg	STVE-EN20027ab	V	Y	20V027	Personnel	4					Federation	[Cmd][TOS][Pa]				Human	2 Engineer Physics 2 Transporters	6	5	5	You may play this personnel at cost -2 to ignore his next ability. When you play this personnel, if you command another [TOS] personnel who has a cost of 4 or more, you may remove an event in an opponent's core from the game.
Noah Lessing Driven Officer	Alg	STVE-EN20028	V	Y	20V028	Personnel	3					Federation	[Stf][Voy]				Human	Biology Geology Programming Science Treachery	4	6	6	While this personnel is facing a dilemma, you may lose 5 points to have him gain a skill required by that dilemma until the end of that dilemma. You may do this only once each turn.
Rudolph Ransom Devious Captain	Alg	STVE-EN20029	V	Y	20V029	Personnel	3					Federation	[Cmd][Voy]		Commander: U.S.S. Equinox. 		Human	Diplomacy Exobiology Leadership Officer Science Transporters Treachery	3	6	6	While this personnel is attempting a mission, you may lose 5 points and choose two of your stopped [Voy] Treachery personnel present and stop this personnel to unstop those two personnel. Those personnel join this mission attempt.
Spock Experienced Officer	Alg	STVE-EN20030ab	V	Y	20V030	Personnel	4					Federation	[Cmd][TOS][Pa]				Human/Vulcan	Anthropology Archaeology Engineer Programming Science	6	8	7	You may play this personnel at cost -1 to ignore his next ability. You may play this personnel aboard your [TOS] ship that has a [TOS] personnel who has a cost of 4 or more aboard.
Thompson	Alg	STVE-EN20031	V	N	20V031	Personnel	3					Federation	[Stf][Voy]				Human	Anthropology Archaeology Astrometrics Medical Physics Science Treachery	4	6	5	When you play this personnel, you may lose 5 points to make his cost -3.
Willard Decker Recommended Replacement	Alg	STVE-EN20032ab	V	Y	20V032	Personnel	4					Federation	[Cmd][TOS][Pa]		Commander: U.S.S. Enterprise. 		Human	Anthropology Diplomacy Leadership Officer Programming Science Security	6	6	6	You may play this personnel at cost -1 to ignore his next ability. When you play this personnel, return your [TOS] personnel who has a cost of 4 or more to his or her owner's hand.
Grish	Alg	STVE-EN20033	V	N	20V033	Personnel	2					Ferengi	[Stf][Pa]		Thief. 		Ferengi	Exobiology Medical Transporters Treachery	4	5	5	When your [Fer] personnel present is killed by a dilemma, this personnel and each [Pa] [Fer] personnel present cannot be killed by dilemmas until the end of this turn.
