Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Debris Field	SE	ST2E-EN01022	C	N	1C022	Dilemma	1	S														Unless you have Astrometrics or Navigation, all your Engineer personnel are stopped and this dilemma returns to its owner's dilemma pile.
Drumhead	SE	ST2E-EN01023	R	N	1R023	Dilemma	3	S														Unless you have Law, randomly select a personnel who has Integrity<4 to be placed in its owner's discard pile.  If you cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Enemy Boarding Party	SE	ST2E-EN01024	R	N	1R024	Dilemma	4	S														Randomly select three personnel.  Each of those personnel who has Strength<6 is killed.
Equipment Malfunction	SE	ST2E-EN01025	S	N	1S025	Dilemma	1	D														Return all your equipment to their owner's hands.
Explosive Decompression	SE	ST2E-EN01026	R	N	1R026	Dilemma	4	S														Randomly select a personnel to be killed.  If you still have nine personnel remaining, randomly select a second personnel to be killed.  If you still have ten personnel remaining, randomly select a third personnel to be killed.
Gravimetric Distortion	SE	ST2E-EN01027	R	N	1R027	Dilemma	3	S														Unless you have 2 Astrometrics or 3 Engineer or a personnel who has 2 Navigation, all your personnel are stopped and this dilemma is placed on your ship.  Damage - This ship is attributes -2.
Graviton Ellipse	SE	ST2E-EN01028	R	N	1R028	Dilemma	3	S														Unless you have Astrometrics, Engineer, and Physics or Shields + unused Range this turn>13, all your personnel are stopped and this dilemma is placed on your ship.  Damage - This ship is attributes -2.
Hunter Gangs	SE	ST2E-EN01029	C	N	1C029	Dilemma	2	P														Randomly select two personnel.  Each of those personnel who has Cunning+Strength<11 is killed.
Impressive Trophies	SE	ST2E-EN01030	R	N	1R030	Dilemma	4	D														Unless you have Cunning>32, your personnel who has the highest cost is placed in your opponent's brig, then all your other personnel are stopped.
Invidium Leak	SE	ST2E-EN01031	C	N	1C031	Dilemma	1	S														Unless you have Engineer and 2 Programming or 2 Medical, all your personnel are stopped.
Kelvan Show of Force	SE	ST2E-EN01032	R	N	1R032	Dilemma	5	D														Your opponent chooses two personnel (except an Android or a Hologram).  Randomly select one of those personnel to be killed.
Kolaran Raiders	SE	ST2E-EN01033	S	N	1S033	Dilemma	1	P														Choose a personnel who has Leadership or Security to be stopped.  If you cannot, randomly select a personnel to be killed.
Limited Welcome	SE	ST2E-EN01034	S	N	1S034	Dilemma	2	D														Randomly select nine personnel.  All your other personnel are stopped.  Place this dilemma on this mission.  When you attempt this mission again, after you opponent draws dilemmas, he or she may take this dilemma and add it to those drawn.
Maglock	SE	ST2E-EN01035	R	N	1R035	Dilemma	3	S														Unless you have 3 Officer or 3 Programming, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Magnetic Field Disruptions	SE	ST2E-EN01036	C	N	1C036	Dilemma	1	S														Choose a personnel who has Astrometrics or Navigation to be stopped.  If you cannot, randomly select a personnel to be killed.
Microbrain	SE	ST2E-EN01037	C	N	1C037	Dilemma	3	D														Unless you have a personnel who has 2 Exobiology or a personnel who has 2 Geology, your opponent chooses an Exobiology or Geology personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Misguided Activist	SE	ST2E-EN01038	C	N	1C038	Dilemma	3	D														Randomly select a [Cmd] personnel to be stopped.  Unless you have Diplomacy and 2 Honor or 2 Security or Miles O'Brien, that personnel is killed instead.
Nanite Attack	SE	ST2E-EN01039	R	N	1R039	Dilemma	3	S														Unless you have 2 Diplomacy and 2 Engineer or 2 Security and a Hand Weapon, this dilemma is placed on your ship.  Damage - At the end of each of your turns, randomly select a personnel aboard this ship to be killed.
None Shall Pass	SE	ST2E-EN01040	C	N	1C040	Dilemma	3	P														Unless you have 2 Anthropology or 3 Diplomacy or Strength>35, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Ornaran Threat	SE	ST2E-EN01041	C	N	1C041	Dilemma	4	D														Randomly select a personnel to be stopped.  Unless you have Diplomacy and Medical or 2 Security, that personnel is killed instead, then all your other personnel are stopped and this dilemma returns to its owner's dilemma pile.
Personal Duty	SE	ST2E-EN01042	R	N	1R042	Dilemma	2	S														Unless you have Leadership or Officer, all your personnel are stopped.  If you have two more personnel who have Leadership or Officer, randomly select all but one of those personnel to be stopped.
Pinned Down	SE	ST2E-EN01043	S	N	1S043	Dilemma	2	D														Randomly select a personnel to be stopped.  If you still have nine personnel remaining, randomly select a second personnel to be stopped.  If you still have ten personnel remaining, randomly select a third personnel to be stopped.
Planetary Survey	SE	ST2E-EN01044	C	N	1C044	Dilemma	2	P														Choose a personnel who has Geology or Programming to be stopped.  If you cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Primitive Culture	SE	ST2E-EN01045	U	N	1U045	Dilemma	3	P														Unless you have Anthropology and Leadership or 3 Diplomacy or 2 Intelligence or four personnel who each have Strength>6, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Pursuit Just Behind	SE	ST2E-EN01046	R	N	1R046	Dilemma	4	P														Randomly select a personnel to be killed.  If you still have nine personnel remaining, randomly select a second personnel to be killed.  If you still have ten personnel remaining, randomly select a third personnel to be killed.
Quarren Labor Shortage	SE	ST2E-EN01047	U	N	1U047	Dilemma	2	D														Unless at least half your personnel are not [NA], all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Recurring Injury	SE	ST2E-EN01048	C	N	1C048	Dilemma	3	D														Unless you have a personnel who has 2 Biology or a personnel who has 2 Medical, your opponent chooses an Biology or Medical personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Skullduggery	SE	ST2E-EN01049	U	N	1U049	Dilemma	4	D														Randomly select a personnel.  If that personnel has Acquisition or Treachery, he or she is stopped.  Otherwise, he or she is killed.
Stellar Core Fragment	SE	ST2E-EN01050	C	N	1C050	Dilemma	3	D														Unless you have a personnel who has 2 Physics or a personnel who has 2 Science, your opponent chooses an Physics or Science personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Sympathetic Magic	SE	ST2E-EN01051	R	N	1R051	Dilemma	3	P														Unless you choose to place this dilemma on your ship at this mission, all your personnel are stopped.  Damage - This ship is attributes-2.
Systems Diagnostic	SE	ST2E-EN01052	C	N	1C052	Dilemma	2	S														Choose a personnel who has Engineer or Programming to be stopped.  If you cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Temptation	SE	ST2E-EN01053	U	N	1U053	Dilemma	3	D														Randomly select three personnel.  Each of those personnel that does not have Honor or Treachery is stopped.
Tense Negotiations	SE	ST2E-EN01054	C	N	1C054	Dilemma	3	D														Unless you have a personnel who has 2 Diplomacy or a personnel who has 2 Leadership, your opponent chooses an Diplomacy or Leadership personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Trabe Grenade	SE	ST2E-EN01056	C	N	1C056	Dilemma	1	P														Randomly select a personnel who has Leadership or Security.  If that personnel has Cunning<7, he or she is killed.
Triage	SE	ST2E-EN01057	C	N	1C057	Dilemma	1	P														Choose a personnel who has Biology or Medical to be stopped.  If you cannot, randomly select a personnel to be killed.
Unscientific Method	SE	ST2E-EN01058	R	N	1R058	Dilemma	3	D														The most Cunning Science personnel who does not have Treachery is killed.  Unless you have Cunning>24 remaining, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Vastly Outnumbered	SE	ST2E-EN01059	U	N	1U059	Dilemma	3	S														If you have Strength>55, lose 5 points.  Also, unless you have Anthropology and 2 Honor or two Hand Weapons or Integrity>28, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Wavefront	SE	ST2E-EN01060	C	N	1C060	Dilemma	2	S														Unless you have a personnel who has 2 Astrometrics or a personnel who has 2 Navigation, your opponent chooses an Astrometrics or Navigation personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Alien Gambling Device	SE	ST2E-EN01061	R	N	1R061	Equipment	5															When a random selection is made at this mission, you may ignore its result and select again.  You may do this only once each turn.
Bajoran Phaser Pistol	SE	ST2E-EN01062	U	N	1U062	Equipment	1								Hand Weapon. 							While in combat, each of your [Baj] personnel present is Strength +1.
Cardassian Phaser Pistol	SE	ST2E-EN01063	U	N	1U063	Equipment	1								Hand Weapon. 							While in combat, each of your [Car] personnel present is Strength +1.
Engineering Kit	SE	ST2E-EN01064	C	N	1C064	Equipment	1															Each of your Engineer personnel present gains Physics.
Engineering PADD	SE	ST2E-EN01065	C	N	1C065	Equipment	1															Each of your Engineer personnel present gains Astrometrics.
Klingon Disruptor Pistol	SE	ST2E-EN01066	U	N	1U066	Equipment	1								Hand Weapon. 							While in combat, each of your [Kli] personnel present is Strength +1.
Medical Kit	SE	ST2E-EN01067	C	N	1C067	Equipment	1															Each of your Medical personnel present gains Biology.
Medical Tricorder	SE	ST2E-EN01068	C	N	1C068	Equipment	1															Each of your Medical personnel present gains Exobiology.
Romulan Disruptor Pistol	SE	ST2E-EN01069	U	N	1U069	Equipment	1								Hand Weapon. 							While in combat, each of your [Rom] personnel present is Strength +1.
Science PADD	SE	ST2E-EN01070	C	N	1C070	Equipment	1															Each of your Science personnel present gains Archaeology.
Starfleet Type-2 Phaser	SE	ST2E-EN01071	U	N	1U071	Equipment	1								Hand Weapon. 							While in combat, each of your [Fed] personnel present is Strength +1.
Tricorder	SE	ST2E-EN01072	C	N	1C072	Equipment	1															Each of your Science personnel present gains Geology.
A Chance for Glory	SE	ST2E-EN01073	R	N	1R073	Event	3								Assault. Maneuver. 							Plays in your core.  Order - Destroy this event to begin combat or an engagement involving your [Kli] personnel.  If you win, score 10 points.
A Treasure Beyond Comparison	SE	ST2E-EN01074	R	N	1R074	Event	1								Punishment. 							Plays in your core.  When you place an opponent's personnel in your brig, you may draw a card.
Astrometrics Lab	SE	ST2E-EN01075	C	N	1C075	Event	1															Plays in your core.  Order - Discard a card from hand to make your ship with your Astrometrics personnel aboard Range +2 until the end of this turn.  You may do this only once each turn.
Awaiting Trial	SE	ST2E-EN01076	R	Y	1R076	Event	1								Punishment. 							To play this event, you must command three [Car] personnel.  Plays in your core.  At the start of each of your turns, if you have a captive, you may draw a card.
Back-Flush Bussard Collectors	SE	ST2E-EN01077	U	N	1U077	Event	0															To play this event, you must command a [Fed] Engineer personnel.  Discard a card from hand to draw two cards.  Destroy this event.
BaH!	SE	ST2E-EN01078	U	N	1U078	Event	2								Maneuver. 							Plays in your core.  Order - Destroy this event to begin an engagement involving your [Kli] ship.  That ship is Weapons +1.  If you win, score 10 points.
Bajoran Gratitude Festival	SE	ST2E-EN01079	C	N	1C079	Event	1															To play this event, you must command three [Baj] personnel.  Remove up to four cards in your discard pile from the game, then draw an equal number of cards.  Destroy this event.
Battle Drills	SE	ST2E-EN01080	R	N	1R080	Event	3								Maneuver. 							Plays in your core.  Order - Destroy this event to begin an engagement involving your ship with your Gul aboard.  That ship is Weapons +2.  If you win, randomly kill an opponent's personnel involved.
Blind Spot	SE	ST2E-EN01081	C	N	1C081	Event	2								Pursuit. 							Plays on your ship.  When an opponent's ship moves away from this mission, this ship may follow using its Range from your next turn.
Brutal Struggle	SE	ST2E-EN01082	U	N	1U082	Event	2								Assault. 							Plays in your core.  Order - Destroy this event to begin combat involving your LEadership personnel.  If you win, randomly kill an opponent's personnel involved.
Cry "Havoc!"	SE	ST2E-EN01083	S	N	1S083	Event	3								Maneuver. 							Plays in your core.  Order - Destroy this event to begin an engagement involving your Leadership personnel.  If you win, randomly kill an opponent's personnel involved.
Days of Atonement	SE	ST2E-EN01085	U	N	1U085	Event	0															To play this event, you must command a [Baj] Anthropology personnel.  Discard a card from hand to draw two cards.  Destroy this event.
Diplomatic Overture	SE	ST2E-EN01086	C	N	1C086	Event	3															Plays on a mission, if your [Fed] Diplomacy personnel is at that mission.  While a Diplomacy personnel is at this mission, that personnel's owner must discard a card from hand to use his or her skills.
Engage Cloak	SE	ST2E-EN01087	R	N	1R087	Event	2															Plays in your core.  You may execute only one order using this event each turn.  Order - If there is no ship on this event, place your staffed ship that has a Cloaking Device on this event (While a ship is here, this event cannot leave play.)  Order - If a ship is on this event, place that ship at any mission.  That ship's Range for this turn is used.
Feast on the Dying	SE	ST2E-EN01088	C	N	1C088	Event	4															Examine the top two cards of your deck.  You may replace either or both of them with a card from your discard pile, then place them on top of your deck in any order.  Remove this event from the game.
For All Our Sons	SE	ST2E-EN01089	R	Y	1R089	Event	3															Plays on Cardassia Prime.  At the start of each of your turns, if your Gul or Legate is at a different mission, you may examine the top three cards of your deck.  Take two of those cards into hand and discard the other.
How Would You Like a Trip to Romulus?	SE	ST2E-EN01090	R	N	1R090	Event	1															Choose one: download a Commander that corresponds with your ship; or download a ship that corresponds with your Commander.  Destroy this event.
Inspiring Leader	SE	ST2E-EN01091	R	N	1R091	Event	1															Plays on your ship (limit one per ship).  While you have this ship's Commander aboard, it is Range +2.
Just Like Old Times	SE	ST2E-EN01092	U	N	1U092	Event	1								Assault. 							Plays in your core.  Order - Destroy this event to begin combat involving your Bajoran Resistance personnel.  If you win, score 15 points.
Labor Camp	SE	ST2E-EN01093	U	Y	1U093	Event	3								Punishment. 							Plays on your planet mission.  At the start of each of your turns, if your [Car] personnel is on this planet and you have a captive, score 10 points.
Let Honor Guide You	SE	ST2E-EN01094	U	N	1U094	Event	1								Assault. 							Plays in your core.  Order - Destroy this event to begin combat involving your [Kli] Honor personnel.  If you win, randomly kill an opponent's personnel involved.
Line of Defense	SE	ST2E-EN01095	C	Y	1C095	Event	2															Plays in your core.  While your ship is at a mission that has a matching affiliation icon, it is Shields +2.
Nelvana Trap	SE	ST2E-EN01096	R	N	1R096	Event	2								Maneuver. 							Plays on an opponent's mission.  When an opponent moves a ship to this mission, you may destroy this event to take each [Rom] ship from your copies of {Engage Cloak}, place them at this mission, and begin an engagement involving them.  If you win, randomly kill an opponent's personnel involved.
No Love for the Spoon Heads	SE	ST2E-EN01097	U	N	1U097	Event	2								Assault. 							Plays in your core.  Order - Destroy this event to begin combat involving your [Baj] personnel.  If you win, randomly kill an opponent's personnel involved and you may destroy an event.
No Peace in Our Time	SE	ST2E-EN01098	R	Y	1R098	Event	3								Maneuver. 							Plays in your core.  Each of your [Kli] Treachery personnel is Cunning +2.  Order - Destroy this event to begin an engagement involving your [Kli] Treachery personnel.  If you win, randomly kill an opponent's personnel involved.
Nothing That Happens is Truly Random	SE	ST2E-EN01099	U	N	1U099	Event	0															To play this event, you must command a [Fed] Diplomacy personnel.  Reveal the top three cards of your deck.  An opponent chooses one of those cards to be discarded, then you take the other two into hand.  Destroy this event.
"Observer" from the Obsidian Order	SE	ST2E-EN01100	U	N	1U100	Event	0															To play this event, you must command a [Car] personnel who has Leadership or Intelligence.  Discard a card from hand to draw two cards.  Destroy this event.
Peacemaker or Predator?	SE	ST2E-EN01102	C	N	1C102	Event	1															Examine a number of cards from the top of an opponent's deck equal to the number of [Rom] Leadership personnel you command.  Replace those cards in any order.  Destroy this event.
Pierce Their Defenses	SE	ST2E-EN01103	U	N	1U103	Event	2								Maneuver. 							Plays in your core.  Order - Begin an engagement involving your ship with your Leadership personnel aboard.  That ship is Weapons +2.  If you win, place this event on an opponent's ship involved.  Otherwise, destroy this event.  Damage - This ship is Shields -2.
Point Blank Strike	SE	ST2E-EN01104	U	N	1U104	Event	2								Maneuver. 							Plays in your core.  Order - Begin an engagement involving your ship with your Leadership personnel aboard.  That ship is Weapons +4.  If you win, place this event on an opponent's ship involved.  Otherwise, destroy this event.  Damage - This ship is Weapons -2.
Precise Attack	SE	ST2E-EN01105	U	N	1U105	Event	2								Maneuver. 							Plays in your core.  Order - Begin an engagement involving your ship with your Leadership personnel aboard.  That ship is Weapons +2.  If you win, place this event on an opponent's ship involved.  Otherwise, destroy this event.  Damage - This ship is Range -2.
Prejudice and Politics	SE	ST2E-EN01106	U	Y	1U106	Event	2															Plays in your core.  Order - If your Praetor or Senator is on Romulus, reveal the top card of an opponent's deck.  If it is a personnel, that opponent places that card in his or her hand.  Otherwise, score 5 points, and that opponent places that card on the bottom of his or her deck.  You may do this only once each turn.
Process Identification	SE	ST2E-EN01107	U	N	1U107	Event	2															To play this event, you must command three [Car] personnel.  Examine the top five cards of your deck.  Take one of those cards into hand and place the others on the bottom of your deck in any order.  Destroy this event.
Rescue Captives	SE	ST2E-EN01108	U	N	1U108	Event	0															Discard any number of cards from hand to take an equal number of your personnel from your opponents' brigs and place them on your headquarters mission.  Destroy this event.
Resistance Tactics	SE	ST2E-EN01109	R	N	1R109	Event	3															Plays in your core.  When combat or an engagement involving your [Baj] card begins, you may destroy this event to prevent that combat or engagement and stop each personnel and ship involved.
Romulan Intelligence Network	SE	ST2E-EN01110	U	Y	1U110	Event	2															Plays in your core.  At the start of each of your turns, if you have a [Rom] personnel at an opponent's planet mission, you may examine the top two cards of that opponent's deck.  Place one of those cards on the bottom of that deck and the other one on top.
Standard Cardassian Procedure	SE	ST2E-EN01111	U	N	1U111	Event	3								Capture. Maneuver. 							Plays in your core.  Order - Destroy this event to begin an engagement involving your [Car] ship.  That ship is Weapons +1.  If you win, randomly select an opponent's personnel involved to place in your brig.
Tactical Planning	SE	ST2E-EN01112	U	N	1U112	Event	0															To play this event, you must command a [Rom] Security personnel.  Discard a card from hand to draw two cards.  Destroy this event.
Taken Prisoner	SE	ST2E-EN01113	U	N	1U113	Event	2								Assault. Capture. 							Plays in your core.  Order - Destroy this event to begin combat involving your [Car] personnel.  If you win, randomly select an opponent's personnel involved to place in your brig.
Tapestry	SE	ST2E-EN01114	R	N	1R114	Event	4															Remove all the cards in your deck from the game.  Take all the personnel and ships from your discard pile and shuffle them to form a new deck.  Remove this event and all the other cards in your discard pile from the game.
The Orion Underworld	SE	ST2E-EN01115	R	N	1R115	Event	3								Crime. Maneuver. 							Plays in your core.  Order - Destroy this event to begin an engagement involving your [NA] ship with your Thief aboard.  If you win, score 10 points.
The Pillage of Bajor	SE	ST2E-EN01116	U	N	1U116	Event	1															To play this event, you must command three [Car] personnel.  Examine the top three cards of your deck.  Take two of those cards into hand and discard the other.  Destroy this event.
The Reman Mines	SE	ST2E-EN01117	U	Y	1U117	Event	2															Plays on Supervise Dilithium Mine.  Each of your [Rom] ships is Range +1 for each Reman you command (limit +3).
To Boldly Go	SE	ST2E-EN01118	U	N	1U118	Event	3															To play this event, you must have completed a planet mission and a space mission.  Plays in your core.  When any of your [Fed] personnel are about to be stopped by a dilemma, you may destroy this event to prevent that.
Alternate Identity	SE	ST2E-EN01120	R	N	1R120	Interrupt	0															Order - Replace a [Rom] personnel you command with a [Rom] personnel from your hand.  Place the personnel you replaced in your discard pile.
Amanda Rogers	SE	ST2E-EN01121	R	N	1R121	Interrupt	0															To play this interrupt, you must have 5 or more points. When an event or interrupt is played, prevent that event or interrupt and place it in its owner's discard pile. Lose 5 points.
Arrest Order	SE	ST2E-EN01122	R	N	1R122	Interrupt	0								Capture. 							To play this interrupt, you must command a [Car] Security personnel equipped with a hand weapon at a non-headquarters mission.  Order - Stop that personnel to randomly select an opponent's personnel present to place in your brig.
Comfort Women	SE	ST2E-EN01123	U	N	1U123	Interrupt	0															When your Gul or Legate is attempting a mission, he or she gains one skill from your non-[Car] personnel at that mission. Also, each of your Guls and Legates involved is attributes +1. These effects last until the end of that mission attempt.
Condition Captive	SE	ST2E-EN01124	R	N	1R124	Interrupt	0								Punishment. 							Order - Place your captive on your headquarters mission.  You now command that personnel.
Dimensional Shifting	SE	ST2E-EN01125	R	N	1R125	Interrupt	0															Order - Discard a random card from hand to place any number of your personnel and equipment at one mission aboard any ship at the same mission.
Empathic Touch	SE	ST2E-EN01126	R	N	1R126	Interrupt	0															When your personnel is about to be killed, if your Telepathy personnel is present, stop both personnel to prevent that.
Escape	SE	ST2E-EN01127	R	N	1R127	Interrupt	0															When any number of your personnel facing a dilemma are about to be killed or placed in an opponent's brig, discard a random card from hand to prevent that. Those personnel are stopped instead.
Evasive Maneuvers	SE	ST2E-EN01128	U	N	1U128	Interrupt	0								Maneuver. 							When your ship with your Navigation personnel aboard is in an engagement, it is Shields +4 until the end of that engagement.
Kevin Uxbridge	SE	ST2E-EN01129	R	N	1R129	Interrupt	0															To play this interrupt, you must have 5 or more points.  Order - Destroy an event. Lose 5 points.
Lasting Peace	SE	ST2E-EN01130	C	N	1C130	Interrupt	0															To play this interrupt, you must command a [Baj] Diplomacy personnel.  Order - Place an equal number of [Baj] personnel and non-[Baj] personnel from your discard pile on top of your deck in any order.
Mission Briefing	SE	ST2E-EN01131	S	N	1S131	Interrupt	0															When your [Fed] personnel is facing a dilemma, discard a card from hand to make him or her gain all skills on one of your stopped [Fed] personnel at the same mission. This effect lasts until the end of that dilemma.
Power to the Shields	SE	ST2E-EN01132	U	N	1U132	Interrupt	0								Maneuver. 							When your ship with your Engineer personnel aboard is in an engagement, it is Shields +4 until the end of that engagement.
Protection of the Tal Shiar	SE	ST2E-EN01133	U	N	1U133	Interrupt	0															When your non-Intelligence [Rom] personnel is facing a dilemma,he or she is attributes +1 and gains all skills on one of your [Rom] Intelligence personnel at this mission. This effect lasts until the end of that dilemma.
Pursuit Course	SE	ST2E-EN01134	R	N	1R134	Interrupt	0								Pursuit. Temporal. 							When an opponent's ship moves away from a mission where you have a staffed ship, place that ship at the mission the opponent's ship moves to.
Quantum Slipstream Drive	SE	ST2E-EN01135	C	N	1C135	Interrupt	0															To play this interrupt, you must command a ship with your Engineer personnel aboard.  Order - That ship is Range +4 until the end of this turn.
Render Assistance	SE	ST2E-EN01136	S	N	1S136	Interrupt	0								Maneuver. 							When an engagement involving your ship begins, another one of your ships at that mission joins the engagement.
Secret Conspiracy	SE	ST2E-EN01137ab	R	N	1R137	Interrupt	0															When an opponent's personnel is about to complete a mission, add the skills (except Intelligence) of your [Rom] Intelligence personnel at that mission to the mission's requirements. This effect lasts until the end of that opponent's turn.
Sensor Sweep	SE	ST2E-EN01138	U	N	1U138	Interrupt	0								Pursuit. 							To play this interrupt, you must command an Astrometrics personnel.  Order - Download a Pursuit card.
Sermon	SE	ST2E-EN01139	R	N	1R139	Interrupt	0															To play this interrupt, you must command a personnel who has Anthropology and Leadership. When an opponent plays an event, place a random card from hand on top of your deck to prevent that event and place it on top of that opponent's deck.
Shady Resources	SE	ST2E-EN01140	S	N	1S140	Interrupt	0															When your personnel is facing a dilemma, discard a card from hand to make him or her gain all skills on one of your other Treachery personnel at this mission. This effect lasts until the end of that dilemma.
Souls of the Dead	SE	ST2E-EN01141	C	N	1C141	Interrupt	0															To play this interrupt, you must command three [Baj] personnel.  Order - Place a card from your discard pile on top of your deck.
Symbol of Devotion	SE	ST2E-EN01142	U	N	1U142	Interrupt	0															To play this interrupt, you must command a Kai, Prylar, or Vedek.  Order - Download a [Baj] personnel, then place the Kai, Prylar, or Vedek you command on the bottom of your deck.
The Promise	SE	ST2E-EN01143	S	N	1S143	Interrupt	0															When your [Kli] personnel is facing a dilemma, he or she gains all skills and attributes on a [Kli] personnel in your discard pile. This effect lasts until the end of that dilemma.
The Tides of Fortune	SE	ST2E-EN01144ab	U	N	1U144	Interrupt	0															When your non-Consume space dilemma is revealed from your dilemma stack, if your staffed [Rom] ship is at that mission, that ship and your personnel aboard it face that dilemma instead. Score 10 points.
Ties of Blood and Water	SE	ST2E-EN01145	S	N	1S145	Interrupt	0															When your [Baj] personnel is facing a dilemma, he or she gains all skills on a [Baj] personnel in your discard pile. This effect lasts until the end of that dilemma.
Torture	SE	ST2E-EN01146	U	N	1U146	Interrupt	0								Punishment. 							You may play only one copy of this interrupt each turn.  Order - Choose one of your captives. Each of your Intelligence personnel gains that captive's skills until the end of your turn.
Twist of Fate	SE	ST2E-EN01147	R	N	1R147	Interrupt	0															When your [Rom] personnel is about to be killed, randomly select another of your personnel present to be killed instead.
Abduction Plot	SE	ST2E-EN01148	S	Y	1S148	Mission	0	S	3	35	A	[Car] [Dom] [Rom]						Transporters, Treachery, Cunning>34, and (Intelligence and Leadership or Law and Officer)				
Access Relay Station	SE	ST2E-EN01149	U	Y	1U149	Mission	0	P	2	35	G	[Baj] [Car] [Fed] [Kli] [Rom]						2 Programming, Cunning>34, and (Engineer and Officer or Intelligence and Security)				
Acquire Illicit Explosives	SE	ST2E-EN01150	U	Y	1U150	Mission	0	S	2	30	A	[Baj] [Car] [Fer]			Region: Bajor System. 			Physics, Treachery, Cunning>30, and (Astrometrics or Engineer)				
Amnesty Talks	SE	ST2E-EN01151	U	Y	1U151	Mission	0	S	3	35	A	Any affiliation (except [Bor]) may attempt this mission.						Anthropology, 2 Diplomacy, Law and Integrity>31 or Leadership, Security, 2 Treachery, and Cunning>36				
Bajor Gift of the Prophets	SE	ST2E-EN01152	U	Y	1U152	Mission	0	H	2	0	A	This mission is not attemptable.			Region: Bajor System. 			You may play [Baj] cards, [NA] cards, and equipment at this mission.				
Cardassia Prime Hardscrabble World	SE	ST2E-EN01153	U	Y	1U153	Mission	0	H	2	0	A	This mission is not attemptable.			Region: Cardassia System. 			You may play [Car] cards, [NA] cards, and equipment at this mission.				
Cargo Rendezvous	SE	ST2E-EN01154	U	Y	1U154	Mission	0	P	2	30	A	[Baj] [Fed] [Fer] [Kli] [Rom]						Engineer, Physics, Transporters, and Integrity>29 or Acquisition, Transporters, Treachery, and Cunning>34				
Changeling Research	SE	ST2E-EN01155	U	Y	1U155	Mission	0	P	2	45	G	[Baj] [Car] [Fed] [Rom]						2 Exobiology, Geology, 3 Science, and Cunning>42				
Chart Stellar Cluster	SE	ST2E-EN01156	U	Y	1U156	Mission	0	S	4	35	G	[Bor] [Car] [Fed] [Fer] [Rom]						2 Astrometrics, Programming, 2 Science, and Cunning>34				
Collect Sample	SE	ST2E-EN01157	U	Y	1U157	Mission	0	S	3	35	A	[Car] [Dom] [Fer] [Kli] [Rom]						Physics, 2 Science, Transporters, and Cunning>34				
Colony Preparations	SE	ST2E-EN01158	U	Y	1U158	Mission	0	P	2	35	G	[Baj] [Car] [Fed] [Kli] [Rom]						Biology, Geology, Science, Security, and Strength>34				
Cure Blight	SE	ST2E-EN01159	U	Y	1U159	Mission	0	P	2	40	G	[Baj] [Fed]						Anthropology, 3 Medical, Science, and Cunning>36				
Deliver Supplies	SE	ST2E-EN01160	U	Y	1U160	Mission	0	P	2	30	A	[Baj] [Fed] [Fer] [NA]						Navigation, Transporters, Strength>28, and (Acquisition or Honor)				
Earth Cradle of the Federation	SE	ST2E-EN01161	S	Y	1S161	Mission	0	H	2	0	A	This mission is not attemptable.			Region: Sector 001. 			You may play [TNG] cards, [E] cards, [NA] cards, and equipment at this mission.				
Earth Home of Starfleet Command	SE	ST2E-EN01162	U	Y	1U162	Mission	0	H	2	0	A	This mission is not attemptable.			Region: Sector 001. 			You may play [Fed][DS9] cards, [E] cards, [NA] cards, and equipment at this mission.				
Eliminate Harvesters	SE	ST2E-EN01163	U	Y	1U163	Mission	0	P	2	30	A	[Car] [Fed] [Kli] [NA] [Rom]						Exobiology, Medical, Programming, and Integrity>27 or Intelligence, Medical, Treachery, and Cunning>28				
Encounter at Farpoint	SE	ST2E-EN01164	U	Y	1U164	Mission	0	P	2	30	A	Any affiliation (except [Bor]) may attempt this mission.						Exobiology, Honor, Telepathy, and Integrity>25 or Acquisition, Diplomacy, Treachery, and Cunning>30				
Evacuate Colony	SE	ST2E-EN01165	U	Y	1U165	Mission	0	P	2	35	A	[Car] [Fed]			Region: Demilitarized Zone. 			Anthropology, 2 Diplomacy, Honor and Integrity>31 or Officer, Security, 2 Treachery, and Strength>34				You cannot complete this mission if your [Maq] personnel is on this planet.
