Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Once More Unto the Breach	Excelsior11	STVE-EN15005a	V	N	15 V 5	Dilemma	3	S														Your opponent chooses a staffed Cloaking Device ship he or she commands at this mission. That ship is Weapons +1 until the end of this dilemma. Unless you have Shields>that ship's Weapons, randomly select a personnel to be killed and all of your personnel are stopped.
One Step Ahead	Excelsior11	STVE-EN23009	V	N	23 V 9	Dilemma	0	S														Unless you have 2 Programming and 2 Transporters or two Hand Weapons, all your personnel are stopped. When you meet the requirements of this dilemma, you may stop a Security personnel to score 5 points.
Outclassed	Excelsior11	ST2E08013ab	R	N	8 R 13	Dilemma	3	S														Unless you have unused Range>8 or Weapons>8 all your personnel are stopped.
Pest Control	Excelsior11	STVE-EN31010	V	N	31 V 10	Dilemma	2	S														Unless you have 2 Engineer and 2 Exobiology or Transporters, 2 Treachery, and Cunning>34, randomly select two personnel to be stopped and place this dilemma in your core. At the start of each of your turns, discard the top card of your deck.
Precarious Position	Excelsior11	STVE-EN33005	V	N	33 V 5	Dilemma	2	S														Unless you have 2 Engineer and Officer or Science and Cunning>40, randomly select a personnel to be killed and your opponent may destroy up to two events in your core.
Quantum Filament	Excelsior11	ST2E-EN03022	R	N	3 R 22	Dilemma	3	S														Unless you have 2 Astrometrics and 2 Navigation or 2 Engineer, Science, and Shields>8, this dilemma is placed on your ship. Damage - When your personnel aboard this ship are about to face a dilemma, randomly select one of them to be stopped.
Rude Awakening	Excelsior11	STVE-EN24008	V	N	24 V 8	Dilemma	2	S														Persistent. (When your personnel complete this mission, this dilemma's owner may discard a non-personnel card from hand to return this dilemma to his or her dilemma pile.)
Rush Job	Excelsior11	STVE-EN24009	V	N	24 V 9	Dilemma	3	S														Choose a personnel to be stopped. Unless this ship has four or more staffing requirement icons, choose a personnel to be stopped. Unless this ship has a [Cmd] icon in its staffing requirements, your opponent chooses a personnel to be stopped.
Shields Up!	Excelsior11	ST2E09002	R	N	9 R 2	Dilemma	3	S														Randomly select a personnel to be stopped. If that personnel has Astrometrics or Navigation, randomly select an additional personnel to be stopped.
Shipboard Fire	Excelsior11	ST2E-EN06009	P	N	6 P 9	Dilemma	1	S														Unless there are no damage markers on this ship, all your personnel are stopped.
Short Circuit	Excelsior11	ST2E-EN04023	U	N	4 U 23	Dilemma	3	S														Unless you have Engineer and 2 Physics or 2 Programming and Science, all of your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Simulated Prey	Excelsior11	STVE-EN34008	V	N	34 V 8	Dilemma	4	S														Randomly select a personnel with a skill required by this mission to be killed. The opponent on your left may discard an interrupt from hand to randomly select an additional personnel to be killed.
Slightly Overbooked	Excelsior11	STVE-EN17011	V	N	17 V 11	Dilemma	6	S														For each mission worth 40 or more points that your opponent commands, this dilemma is cost -2. Unless you have three personnel who each have a cost of 4 or more, each of your personnel who has a cost of 2 or less is stopped.
Subspace Accident	Excelsior11	ST2E-EN02023	C	N	2 C 23	Dilemma	2	S														Unless you have Astrometrics and 2 Navigation or 2 Physics and Science, randomly select a personnel to be placed on the bottom of his or her owner's deck.
The Big Goodbye	Excelsior11	STVE-EN25004	V	N	25 V 4	Dilemma	2	S														Randomly select a personnel to be stopped. Unless you have Diplomacy, Engineer, and Medical or Anthropology, Leadership, and Strength>30, that personnel is killed and all your personnel are stopped.
The Needs of the Few	Excelsior11	ST2E-EN29012	V	N	29 V 12	Dilemma	2	S														Your opponent chooses an Engineer or Security personnel to be stopped. If you command a completed planet mission, that personnel is killed.
The Nth Degree	Excelsior11	STVE-EN30010	V	N	30 V 10	Dilemma	4	S														Unless you have 2 Engineer and 2 Leadership or Cunning>36, all your personnel are stopped and, if there are no other dilemmas on this mission, place this dilemma on this mission. Add Science to each of this mission's requirements.
The Three Vipers	Excelsior11	ST2E-EN06010	P	N	6 P 10	Dilemma	3	S														Unless you have Engineer and 2 Navigation or Astrometrics, Officer, and Science, all your personnel are stopped and this dilemma is placed on your ship. Damage - At the start of each of your turns, discard a card from hand.
V'Ger	Excelsior11	STVE-EN39003	V	N	39 V 3	Dilemma	3	S														Unless you have Diplomacy, Exobiology, and Cunning>35 or Archaeology, Programming, ad Strength>35, all your personnel are stopped and this dilemma is placed on your ship. Damage - You may not play interrupts.
What Lies Beneath	Excelsior11	STVE-EN15010	V	N	15 V 10	Dilemma	3	S														Unless you have Archaeology, Geology, and Honor or Anthropology, Treachery, and Cunning>32, randomly select a personnel to be placed on the bottom of his or her owner's deck and all your personnel are stopped.
Coil Spanner	Excelsior11	STVE-EN33006	V	Y	33 V 6	Equipment	1															While at a [GQ] space mission, each of your Officer personnel present gain Astrometrics and Navigation.
Emergency Transport Unit	Excelsior11	ST2E-EN04032	C	N	4 C 32	Equipment	2															When your personnel present is about to be killed, you may return this equipment to its owner's hand to place that personnel on your ship at this mission instead. He or she is stopped.
Exocomp	Excelsior11	STVE-EN19005	V	N	19 V 5	Equipment	3															Each of your Programming personnel present gains Engineer. When a Damage card an opponent owns is about to be placed on this ship, you may destroy this equipment to prevent that. Order - Destroy this equipment to remove a Damage card an opponent owns from this ship.
Hyperspanner	Excelsior11	STVE-EN33007	V	Y	33 V 7	Equipment	1															While at a [GQ] planet mission, each of your Engineer personnel present gain Anthropology and Geology.
Jem'Hadar Disruptor Pistol	Excelsior11	ST2E-EN03032	U	N	3 U 32	Equipment	1								Hand Weapon.							While in combat, each of your [Dom] personnel present is Strength +1.
Romulan Disruptor Pistol	Excelsior11	ST2E-EN01069	U	N	1 U 69	Equipment	1								Hand Weapon.							While in combat, each of your [Rom] personnel present is Strength +1.
Starfleet Type-2 Phaser	Excelsior11	ST2E-EN01071	U	N	1 U 71	Equipment	1								Hand Weapon.							While in combat, each of your [Fed] personnel present is Strength +1.
Tox Uthat	Excelsior11	st2e-en12021	R	Y	12 R 21	Equipment	3								Artifact. (To play this card, you must have completed a mission requiring Acquisition, Anthropology, or Archaeology.)							 While your personnel present is facing a dilemma, you may place this equipment on the bottom of your deck to end your mission attempt. That dilemma and all remaining dilemmas in the dilemma stack are returned to their owner's dilemma pile.
Universal Translator	Excelsior11	STVE-EN41009	V	Y	41 V 9	Equipment	1															Each of your Officer personnel present gains Diplomacy.
1962 Roger Maris	Excelsior11	STVE-EN25006	V	Y	25 V 6	Event	2								Order - Give command of this event to an opponent to take command of an event with no cards on it in that opponent's core and place it in your core.							Order - Give command of this event to an opponent to take command of an event with no cards on it in that opponent's core and place it in your core.
Alvera Tree Ritual	Excelsior11	STVE-EN22012ab	V	Y	22 V 12	Event	0								Ritual. (When you play this event, if you do not command a Ritual, draw a card. Cards you own cannot destroy this event.) 							Plays in your core. When a personnel begins a mission attempt, you may have each player shuffle his or her dilemma pile.
Astrometrics Lab	Excelsior11	ST2E-EN01075	C	N	1 C 75	Event	1															Plays in your core. Order - Discard a card from hand to make your ship with your Astrometrics personnel aboard Range +2 until the end of this turn. You may do this only once each turn.
Audacious Assault	Excelsior11	STVE-EN26010	V	N	26 V 10	Event	2								Assault.							Plays in your core. When you are about to play a [Dom] personnel, if you do not command a personnel of that species, he or she is cost -1. Order - Destroy this event to begin combat involving your Breen. If you win, you may place a [Dom] personnel from hand that costs 4 or more aboard your [Dom] ship.
Common Cause	Excelsior11	STVE-EN33009	V	N	33 V 9	Event	2															Count the number of different affiliations among your personnel, then draw that many cards. Destroy this event.
Common Purpose *VP	Excelsior11	STVP-EN166	VP	N	0 VP 166	Event	1															Stop any number of your personnel, then count the number of different affiliation among those personnel. Spend that many additional counters this turn. remove this event from the game.
Covert Collusion	Excelsior11	STVE-EN43007	V	Y	43 V 7	Event	0															To play this event, you must command two [Car] personnel and two [Rom] personnel. Plays in your core. At the start of your turn, discard the top two cards of your deck. If you discarded a [Car] Intelligence personnel or a [Rom] Intelligence personnel in this way, the first personnel you play this turn is cost -2. Order - Destroy this event to download D'deridex Advanced or Keldon Advanced.
Delirium	Excelsior11	STVE-EN17025	V	N	17 V 25	Event	3															Plays in your core. When the opponent on your right's personnel begin a mission attempt at a mission worth 35 or less points, you may draw one extra dilemma and spend one extra in total cost on dilemmas.
Desperate Counter	Excelsior11	STVE-EN40011	V	N	40 V 11	Event	2								Paranoia.							Plays in your core. Your [E] ships are attributes +1. While an opponent's personnel is at your mission, your personnel at that mission are attributes -1.
Disable Sensors	Excelsior11	ST2E-EN02041	R	N	2 R 41	Event	3								Maneuver.							Plays in your core. Order - Begin an engagement involving your Leadership personnel. If you win, place this event on an opponent's ship involved. Otherwise, destroy this event. Damage - Personnel aboard this ship cannot attempt missions.
Effective Deterrent	Excelsior11	STVE-EN40012	V	N	40 V 12	Event	2															Plays in your core. When an opponent's mission attempt fails, if your [Rom] ship is at that mission, you may place that ship at your mission.
Engage Cloak	Excelsior11	ST2E-EN01087	R	N	1 R 87	Event	2															Plays in your core. You may execute only one order using this event each turn. Order - If there is no ship on this event, place your staffed ship that has a Cloaking Device on this event (While a ship is here, this event cannot leave play.) Order - If a ship is on this event, place that ship at any mission. That ship's Range for this turn is used.
Escaping Detection	Excelsior11	ST2E-EN04050	U	N	4 U 50	Event	2															To play this event, you must command three [Rom] personnel. Plays in your core. While it is not your turn, if you command more events than each of your opponents, each of your personnel aboard your Cloaking Device ship is at all missions in the same quadrant as that ship.
Expedient Opportunity	Excelsior11	STVE-EN33011	V	Y	33 V 11	Event	1								Maneuver.							Plays in your core. When a ship is about to move between missions in different quadrants, do not add 2 to the span total of those missions.
Felicium	Excelsior11	STVE-EN25008	V	N	25 V 8	Event	2								Commodity. (When a player plays or takes command of this event, it is placed in that player's core.) 							While you command but do not own this event, each player's Acquisition personnel are Strength +1.
Getting Under Your Skin	Excelsior11	ST2E-EN04055	U	Y	4 U 55	Event	2															To play this event, you must command three [Rom] personnel. Plays in your core. When you play an event in your core, you may reveal the top card of an opponent's deck. If it is a personnel, score 5 points. You may do this only once each turn.
Hollow Hospitality	Excelsior11	STVE-EN31015	V	Y	31 V 15	Event	1								Paranoia.							Plays in your core. Your non-Treachery personnel cannot gain skills (except Treachery). Each of your [DS9] personnel and [E] personnel are Strength +1.
Holographic Hoax	Excelsior11	ST2E-EN04058	C	N	4 C 58	Event	0															To play this event, you must command three [Rom] personnel. Choose an opponent to draw a card, then remove the top card of his or her deck from the game. Destroy this event.
Indebtedness *VP	Excelsior11	STVP-EN030	VP	Y	0 VP 30	Event	1															Plays in your core. Order - Draw a card and then discard a card from hand. You may do this only once each turn.
Interstellar Treaty	Excelsior11	ST2E-EN06024	P	N	6 P 24	Event	4															To play this event, you must command two Diplomacy personnel. Place a Diplomacy personnel from hand who costs 3 or less on your headquarters mission. Destroy this event.
Karemman Fleece	Excelsior11	STVE-EN33013	V	Y	33 V 13	Event	2								Commodity. (When a player plays or takes command of this event, it is placed in that player's core.) 							To play this event, you must command three [Dom] personnel. While you command but do not own this event, you have one fewer counter to spend during each of your Play and Draw Cards segments.
Lingering Grief	Excelsior11	STVE-EN39004	V	Y	39 V 4	Event	1															Plays in your core. While your personnel is facing a dilemma, you may discard an interrupt (or an Honor personnel) from hand to make that personnel lose all of his or her skills until the end of that dilemma.
Miracle Working	Excelsior11	STVE-EN35006	V	N	35 V 6	Event	1								Recall: 1. (While this event is in your discard pile, you may play it from your discard pile at cost +1, then remove it from the game.) 							To play this event, you must command a ship with four or more staffing icons. Draw four cards, then place three cards from hand on the bottom of your deck. Destroy this event.
Mission Accomplished	Excelsior11	ST2E-EN04061	U	N	4 U 61	Event	2															Plays in your core. When you complete a mission, if you command a staffed ship at that mission with its Commander aboard, score 5 points.
Mobilization Points	Excelsior11	STVE-EN33014	V	N	33 V 14	Event	0															To play this event, you must command three [Dom] personnel. Plays in your core. The first unique Jem'Hadar played each turn is cost -1.
Mouthpiece	Excelsior11	STVE-EN28010	V	Y	28 V 10	Event	2															To play this event, you must command three [Dom] personnel. Plays in your core. Your Vorta gain Acquisition and are Integrity +1.
Mutual Advantage	Excelsior11	ST2E-EN04063	C	N	4 C 63	Event	0															To play this event, you must command three [Fed] personnel. Each player discards a card from hand and draws a card. Then you may draw a card. Destroy this event.
New Life	Excelsior11	STVE-EN35007	V	Y	35 V 7	Event	1															To play this event, you must command three [TNG] personnel. Plays in your core. When a player attempts a mission with six or more personnel, he or she draws a card. Then, you draw a card.
One Man Can Summon the Future	Excelsior11	WYLB036	C	Y	14 C 36	Event	0															Plays in your core. When you play a personnel who has a cost of 4 or more, examine the top five cards of your deck and replace them in any order. You may do this only once each turn.
Peaceful Coexistence	Excelsior11	STVE-EN31018	V	N	31 V 18	Event	1								Paranoia.							Plays in your core. Each unique non-Bluegill [TNG] personnel you own (except Androids and Holograms) gains Bluegill. Each of your Bluegill personnel are Integrity -1 and Strength +1.
Persistent Strike	Excelsior11	STVE-EN21011	V	N	21 V 11	Event	3								Maneuver.							Plays in your core. Order - Begin an engagement involving your Officer personnel. If you win, place this event on an opponent's ship involved. Otherwise, destroy this event. Damage - If this is a non- [Voy] ship, ignore its game text.
Product Placement	Excelsior11	STVE-EN21012	V	N	21 V 12	Event	0															Discard an equipment, event, or interrupt from hand to spend two additional counters this turn. Destroy this event.
Pulling Rank	Excelsior11	STVE-EN35008	V	Y	35 V 8	Event	1															Plays on your ship with four or more staffing icons. Your Admiral and General personnel aboard are the corresponding Commanders of this ship.
Rescue Captives	Excelsior11	ST2E-EN01108	U	N	1 U 108	Event	0															Discard any number of cards from hand to take an equal number of your personnel from your opponents' brigs and place them on your headquarters mission. Destroy this event.
Ressikan Flute	Excelsior11	ST2E-EN04070	R	Y	4 R 70	Event	2								Artifact. (To play this card, you must have completed a mission requiring Acquisition, Anthropology, or Archaeology.)							Plays in your core. Order - Stop your personnel who has Integrity>6 to take an event from your discard pile into your hand.
Seeing Double	Excelsior11	ST2E-EN07030	C	N	7 C 30	Event	2								Morph.							Choose one: Place your Founder from your headquarters mission aboard a ship; or exchange any number of your [Dom] personnel at your headquarters mission with an equal number of your personnel aboard a ship. Destroy this event.
Sensing a Trap	Excelsior11	ST2E-EN03053	U	N	3 U 53	Event	2															To play this event, you must command a [Rom] Intelligence personnel. Plays in your core. At the end of each of your turns, name a card. When an opponent plays that card, score 10 points. This effect lasts until the start of your next turn.
Sent Back	Excelsior11	STVE-EN22015	V	N	22 V 15	Event	2															To play this event, you must discard two [Rom] cards from hand. Choose an opponent and name a personnel or event. That opponent places each card he or she commands with that card title on the bottom of its owner's deck and then draws two cards. Destroy this event.
Special Modifications	Excelsior11	STVE-EN24017	V	Y	24 V 17	Event	1															Plays in your core. Add [Cmd] to the staffing requirements of each of your ships. Each of your staffed ships is attributes +1.
Surprise Party *VP	Excelsior11	STVP-EN087	VP	Y	0 VP 87	Event	2															Plays in your core. You may spend an additional counter each turn.
The Cost of Freedom	Excelsior11	STVE-EN15015	V	N	15 V 15	Event	2															Plays in your core. At the start of your Execute Orders segment, discard the top three cards of your deck. For each event you discarded this way, each of your [Car] personnel is attributes +1 until the end of the turn. If you do not discard an event this way, all of your [Car] personnel are stopped.
The Die Is Cast	Excelsior11	STVE-EN33018	V	Y	33 V 18	Event	0															Plays in your core. When your [Car] personnel or [Rom] personnel is about to be stopped by a dilemma at a [GQ] mission, you may discard the top two cards of your deck (or an event from hand) to prevent that. You may do this only once each dilemma.
Tulaberry Wine	Excelsior11	STVE-EN25017	V	N	25 V 17	Event	2								Commodity. (When a player plays or takes command of this event, it is placed in that player's core.) 							While you command but do not own this event, each player's Acquisition personnel are Cunning +1.
Unexpected Difficulties	Excelsior11	ST2E-EN02069	C	N	2 C 69	Event	0															Plays in your core. When you have drawn dilemmas, you may destroy this event to return them to your dilemma pile and draw an equal number of dilemmas.
Unproven Suspicions	Excelsior11	STVE-EN33019	V	N	33 V 19	Event	0															To play this event, you must command three [E] personnel. Plays in your core. When an event is played, you may destroy this event to prevent that event and place it in its owner's discard pile. That event's owner may spend 2 counters to prevent this.
Bridge Officer's Test	Excelsior11	STVE-EN17040	V	N	17 V 40	Interrupt	0															When your personnel with 2 Leadership is facing a dilemma and that dilemma is about to stop all of your personnel, the opponent on your left chooses a personnel present. Kill that personnel to prevent and overcome that dilemma.
Common Enemy	Excelsior11	STVE-EN33022	V	N	33 V 22	Interrupt	0															While your personnel is facing a dilemma, count the number of different affiliations among your personnel present. He or she is attributes +1 for each affiliation counted until the end of this mission attempt (limit +8).
Escape	Excelsior11	ST2E-EN01127	R	N	1 R 127	Interrupt	0															When any number of your personnel facing a dilemma are about to be killed or placed in an opponentÂ’s brig, discard a random card from hand to prevent that. Those personnel are stopped instead.
Essential Regrets	Excelsior11	STVE-EN39006	V	N	39 V 6	Interrupt	0															When your personnel with Integrity>6 is facing a dilemma that is about to return to its owner's dilemma pile, stop that personnel to overcome that dilemma.
Founder Trap	Excelsior11	ST2E-EN03072ab	R	N	3 R 72	Interrupt	0								Infiltration.							When an opponent's personnel is about to complete a mission, discard a random card from hand to add the skills of your Infiltrator at that mission to the mission's requirements. This effect lasts until the end of that opponentÂ’s turn. Remove this interrupt from the game.
Grav-Plating Trap	Excelsior11	st2e-en12037	R	N	12 R 37	Interrupt	0															When an event or interrupt is played, destroy one of your non-Hand Weapon equipment to prevent that event or interrupt and place it in its owner's discard pile. Order - Destroy one of your non-Hand Weapon equipment to destroy an event.
Infinite Combinations	Excelsior11	STVE-EN26015	V	N	26 V 15	Interrupt	0															While your personnel is facing a dilemma, discard a personnel of a different species from hand to make him or her attributes +2 and gain one level of every skill he or she already has until the end of that dilemma.
Old Feelings	Excelsior11	STVE-EN18017	V	N	18 V 17	Interrupt	0															Order - Stop two of your personnel to choose one: remove a dilemma that has no cards on it in your core from the game; or take a personnel from your discard pile and place him or her on the bottom of his or her owner's deck.
Our Death is Glory To the Founders	Excelsior11	ST2E-EN03074	R	N	3 R 74	Interrupt	0															When an event or interrupt is played, kill one of your Jem'Hadar to prevent that event or interrupt and place it in its owner's discard pile.
Posturing	Excelsior11	STVE-EN17043	V	N	17 V 43	Interrupt	0															To play this interrupt, you must command three [Rom] personnel. When your personnel is attempting a mission, choose an opponent and remove the top card of his or her deck from the game to add the cost of that card to that personnel's attributes until the end of the mission attempt.
Quantum Slipstream Drive	Excelsior11	ST2E-EN01135	C	N	1 C 135	Interrupt	0															To play this interrupt, you must command a ship with your Engineer personnel aboard. Order - That ship is Range +4 until the end of this turn.
Secret Conspiracy	Excelsior11	ST2E-EN01137ab	R	N	1 R 137	Interrupt	0															When an opponent's personnel is about to complete a mission, add the skills (except Intelligence) of your [Rom] Intelligence personnel at that mission to the mission's requirements. This effect lasts until the end of that opponentÂ’s turn.
Sense of Obligation	Excelsior11	STVE-EN26017	V	N	26 V 17	Interrupt	0								Q.							Order - Choose an opponent. That opponent scores 5 points and you may destroy one of his or her events.
Shady Resources	Excelsior11	ST2E-EN01140	S	N	1 S 140	Interrupt	0															When your personnel is facing a dilemma, discard a card from hand to make him or her gain all skills on one of your other Treachery personnel at this mission. This effect lasts until the end of that dilemma.
Surprise Amity	Excelsior11	STVE-EN15020	V	N	15 V 20	Interrupt	0															When your opponent's mission attempt ends, if that opponent has more points than you, stop each of that opponent's personnel. Place this interrupt on the bottom of your deck.
The Big Picture	Excelsior11	STVE-EN40020	V	N	40 V 20	Interrupt	0								Paranoia.							When your Admiral is facing a dilemma that requires a skill, destroy your Paranoia event to replace all levels of that skill in that dilemma's requirements with 2 Treachery.
The Perils of Peacemaking	Excelsior11	STVE-EN15021	V	N	15 V 21	Interrupt	0															When a dilemma you own is revealed, the opponent on your left takes a copy of that dilemma from his or her dilemma pile and removes it from the game. That opponent shuffles and replaces his or her dilemma pile face down. Place this interrupt on the bottom of your deck.
Uninvited	Excelsior11	STVE-EN16027	V	N	16 V 27	Interrupt	0								Q.							When personnel that the player on your right commands begin a mission attempt, search your dilemma pile for a dilemma that costs 1 or less, and place it aside. Shuffle and replace your dilemma pile. After you have chosen dilemmas for your dilemma stack, place that dilemma on top of your dilemma stack.
Abduction Plot	Excelsior11	ST2E-EN01148	S	Y	1 S 148	Mission	0	S	3	35	AQ	[Car] [Dom] [Rom]						Transporters, Treachery, Cunning>34, and (Intelligence and Leadership or Law and Officer)				
Access Relay Station	Excelsior11	ST2E-EN01149	U	Y	1 U 149	Mission	0	P	2	35	GQ	[Baj] [Car] [Fed] [Kli] [Rom]						2 Programming, Cunning>34, and (Engineer and Officer or Intelligence and Security)				
Advanced Battle Simulation	Excelsior11	ST2E-EN07045	U	Y	7 U 45	Mission	0	S	3	35	AQ	Any affiliation (except [Bor]) may attempt this mission.						2 Leadership, Cunning>33, and (Engineer and Programming or Navigation and Security)				When you play a Manuever event, if you have completed this mission, that event's cost is -1.
Advanced Combat Training	Excelsior11	ST2E-EN07046	U	Y	7 U 46	Mission	0	P	2	35	AQ	Any affiliation (except [Bor]) may attempt this mission.						Leadership, Medical, Officer, Security, and Strength>34				When you play an Assault event, if you have completed this mission, that event's cost is -1.
Alpha 5 Approach Transport Crash Survivor	Excelsior11	STVE-EN21014b	V	Y	21 V 14	Mission	0	S	3	30	AQ	Any affiliation may attempt this mission.						16 different skills, and Cunning>32				When a player's personnel begin a mission attempt with five or less personnel, the player to the left of that player may draw six extra dilemmas and spend six extra on dilemmas.
Avert Solar Implosion	Excelsior11	ST2E09005ab	R	Y	9 R 5	Mission	0	P	2	35	AQ	Any affiliation (except [Bor]) may attempt this mission.						Archaeology, Geology, Physics, Science, and Cunning>34 or Anthropology, Honor, Leadership, Officer, and Strength>38				
B'hava'el Prevent Systemic Annihilation	Excelsior11	STVE-EN36015	V	Y	36 V 15	Mission	0	S	2	35	AQ	[Fed] [Kli] [Rom]			Region: Bajor System.			Engineer, Leadership, 2 Security, and Strength>36				When you play a Paranoia event, if this mission is complete, that event is cost -1.
Ba'ku Planet Safeguard Civilization	Excelsior11	STVE-EN39007	V	Y	39 V 7	Mission	0	P	2	35	AQ	[Fed]			Region: Briar Patch.			Diplomacy, 2 Honor, 2 Leadership, and Integrity>34				When you complete this mission, if none of your personnel completing it have Treachery, each player scores 5 points.
Camping Trip	Excelsior11	ST2E-EN03084	U	Y	3 U 84	Mission	0	P	2	35	GQ	[Baj] [Fed] [Fer]						Biology, Geology, Science, Cunning>34, and (Acquisition or Honor)				You may attempt and complete this mission using your [Dom] personnel with these requirements: Anthropology, Intelligence, Security, Treachery, and Cunning>34.
Cardassia IV Hold Secret Prisoners	Excelsior11	STVE-EN30025	V	Y	30 V 25	Mission	0	P	2	40	AQ	[Car] [Dom] [Rom]			Region: Cardassia System.			Law, 2 Officer, 2 Security, Cunning>40				When your personnel begin a mission attempt here, reduce the attribute requirements of this mission by 2 (limit 10) for each captive in your brig until the end of that mission attempt.
Cardassia Prime Hardscrabble World	Excelsior11	ST2E-EN01153	U	Y	1 U 153	Mission	0	H	2	0	AQ	This mission is not attemptable.			Region: Cardassia System.			You may play [Car] cards, [NA] cards, and equipment at this mission.				
Changeling Research	Excelsior11	ST2E-EN01155	U	Y	1 U 155	Mission	0	P	2	45	GQ	[Baj] [Car] [Fed] [Rom]						2 Exobiology, Geology, 3 Science, and Cunning>42				
Chart Stellar Cluster	Excelsior11	ST2E-EN01156	U	Y	1 U 156	Mission	0	S	4	35	GQ	[Bor] [Car] [Fed] [Fer] [Rom]						2 Astrometrics, Programming, 2 Science, and Cunning>34				
Clash at Chin'toka	Excelsior11	ST2E-EN03085	U	Y	3 U 85	Mission	0	S	3	35	AQ	[Car] [Dom] [Fed] [Kli] [Rom]						Engineer, Leadership, Navigation, Officer, and Cunning>36				
Collapse Anti-Time Anomaly	Excelsior11	ST2E-EN05021ab	P	Y	5 P 21	Mission	0	S	3	35	AQ	Any affiliation may attempt this mission.			Region: Neutral Zone.			Astrometrics, Engineer, Leadership, Physics, and Cunning>36				When your personnel attempt this mission, if there are no dilemmas overcome beneath it, you may download a Q card.
Colony Preparations	Excelsior11	ST2E-EN01158	U	Y	1 U 158	Mission	0	P	2	35	GQ	[Baj] [Car] [Fed] [Kli] [Rom]						Biology, Geology, Science, Security, and Strength>34				
Commandeer Prototype	Excelsior11	WYLB052	U	Y	14 U 52	Mission	0	S	3	30	AQ	[Car] [Fer] [Kli] [Rom]						Intelligence, Officer, Treachery, and Cunning>33 or Leadership, 2 Officer, and Cunning>35				When you complete this mission, you may download a ship and place it at this mission (That ship is stopped). Name an affiliation. The downloaded ship becomes the named affiliation.
Control Plague	Excelsior11	ST2E08054	U	Y	8 U 54	Mission	0	P	2	35	AQ	[Kli] [SF]						Biology, Exobiology, 2 Medical, and Cunning>34 or Leadership, 2 Security, Treachery, and Strength>34				
Deliver Ancient Artifact	Excelsior11	ST2E09006ab	R	Y	9 R 6	Mission	0	P	2	40	AQ	Any affiliation (except [Bor]) may attempt this mission.						Archaeology, Exobiology, 2 Geology, Science, and Cunning>34 or Diplomacy, 2 Honor, Leadership, Security, and Strength>38				
Deliver Evidence	Excelsior11	ST2E09007ab	R	Y	9 R 7	Mission	0	S	2	35	AQ	Any affiliation (except [Bor]) may attempt this mission.			Region: Bajor System.			Anthropology, Honor, Intelligence, Officer, and Integrity>32 or Archaeology, Navigation, Science, Security, and Cunning>34				
Deliver Prisoners	Excelsior11	ST2E-EN07047	U	Y	7 U 47	Mission	0	P	2	35	AQ	[Car] [Dom] [Kli] [Rom]						Law, Leadership, Security, Treachery, and Strength>32				When you play a Capture or Punishment event, if you have completed this mission, that event's cost is -1.
Delta Pavonis Secure Expansion	Excelsior11	STVE-EN40023	V	Y	40 V 23	Mission	0	S	3	35	AQ	[Dom][Kli][Non]						Leadership, Officer, Programming, Security, and Cunning>40				When you win an engagement, the player to your left places the top card of his or her dilemma pile face up beneath this mission.
Demonstrate Aggressive Intent	Excelsior11	STVE-EN17045	V	Y	17 V 45	Mission	0	S	3	40	GQ	Any affiliation (except [Baj] or [Fed]) may attempt this mission.						Astrometrics, Honor, Navigation, Officer, Security, and Cunning>40				When your personnel complete this mission, you may destroy your staffed ship that costs 5 or more here to download two Damage cards and place them on an opponent's ship.
Earth Cradle of the Federation	Excelsior11	ST2E-EN01161	S	Y	1 S 161	Mission	0	H	2	0	AQ	This mission is not attemptable.			Region: Sector 001.			You may play [TNG] cards, [E] cards, [NA] cards, and equipment at this mission.				
Evacuate Colony	Excelsior11	ST2E-EN01165	U	Y	1 U 165	Mission	0	P	2	35	AQ	[Car] [Fed]			Region: Demilitarized Zone.			Anthropology, 2 Diplomacy, Honor and Integrity>31 or Officer, Security, 2 Treachery, and Strength>34				You cannot complete this mission if your [Maq] personnel is on this planet.
Evade Dominion Squadron	Excelsior11	ST2E-EN03089	U	Y	3 U 89	Mission	0	S	3	35	AQ	[Baj] [Fed]						Astrometrics, Geology, 2 Navigation, and Cunning>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: Astrometrics, Leadership, 2 Navigation, and Cunning>34.
Evaluate Soliton Wave	Excelsior11	STVE-EN24021	V	Y	24 V 21	Mission	0	S	3	30	AQ	Any affiliation (except [Bor]) may attempt this mission.						2 Engineer, Leadership, Navigation, and Cunning>36				While your personnel are attempting this mission aboard a ship with a printed attribute>8, this mission is worth 10 more points.
Expand Business Opportunities	Excelsior11	WYLB055	U	Y	14 U 55	Mission	0	P	2	35	GQ	[Dom] [Fed] [Fer]						Acquisition, Anthropology, and (Diplomacy and Cunning>30 or Treachery and Strength>30)				When you end a mission attempt at this mission, your opponent to your left may place the top two cards of his or her dilemma pile under this mission to score 5 points.
